SessionID,Avg_Session_Duration_Min,Pages_Per_Session,Bounce_Rate_Pct,Scroll_Depth_Pct,Click_Through_Rate_Pct,Cart_Additions,Search_Queries_Per_Visit,Newsletter_Signup_Rate_Pct,Video_Plays,Social_Shares
3215,6.8,2.31,27.34,39.47,2.24,2.47,1.96,3.67,2.08,0.0
3216,2.0,4.81,50.22,36.81,2.9,4.98,0.0,1.99,2.22,0.46
3217,4.66,4.22,53.97,86.83,4.42,0.86,0.83,1.56,2.97,1.81
3218,1.42,6.65,33.9,70.08,6.37,1.01,0.0,4.62,1.49,0.27
3219,7.27,2.07,74.31,83.21,2.13,2.65,0.61,2.77,1.75,0.66
3220,5.77,5.08,67.23,35.1,2.11,3.81,2.34,1.04,2.74,0.53
3221,4.72,2.45,46.89,74.82,1.62,0.0,2.65,1.77,1.29,1.23
3222,7.75,5.93,41.93,50.7,2.55,0.63,1.96,3.18,1.66,0.31
3223,10.64,5.37,34.13,35.19,3.23,0.84,1.83,1.53,2.25,0.18
3224,2.16,5.74,46.98,20.77,3.53,4.24,2.64,0.16,1.33,0.63
3225,8.26,4.95,76.36,63.09,0.36,0.56,2.48,1.73,4.65,1.68
3226,7.68,2.92,53.39,81.87,5.1,0.0,2.76,1.75,1.59,0.42
3227,6.63,2.73,11.46,56.48,4.93,0.24,1.98,0.62,4.15,1.51
3228,9.38,4.42,53.91,31.87,3.99,3.58,0.7,0.0,1.54,1.28
3229,8.35,6.42,58.94,63.06,3.71,4.19,1.29,3.1,2.53,0.31
3230,6.52,0.99,62.74,24.4,5.86,3.66,2.74,0.0,0.58,0.0
3231,5.8,4.64,36.42,63.92,2.09,0.0,1.15,3.26,2.28,0.76
3232,7.32,4.48,16.85,42.46,4.65,0.51,1.44,2.91,0.0,1.17
3233,5.0,5.02,48.56,72.9,3.94,2.92,1.84,1.07,3.3,1.25
3234,3.68,4.17,58.45,35.62,4.84,2.19,2.84,2.68,2.73,0.05
3235,6.33,1.36,53.46,57.17,2.63,0.0,0.0,2.4,2.53,2.06
3236,2.98,7.92,50.4,78.76,2.78,0.05,1.41,0.69,1.8,0.07
3237,1.23,2.5,56.31,53.47,2.92,2.27,0.46,0.39,4.06,0.93
3238,9.19,2.23,33.65,67.25,3.39,1.5,0.27,1.62,0.55,0.19
3239,6.25,2.27,27.37,66.2,2.72,2.78,2.35,1.54,3.58,1.71
3240,4.35,3.64,73.99,46.4,2.62,2.87,0.65,2.62,2.76,0.0
3241,2.96,2.79,55.26,36.21,2.45,0.0,0.0,1.44,2.19,2.02
3242,7.98,2.73,46.76,66.82,4.94,3.5,2.2,0.0,2.53,0.0
3243,6.9,3.72,55.93,79.21,2.36,0.61,0.0,0.67,2.06,0.0
3244,6.99,5.14,50.36,22.5,3.32,2.35,0.0,1.62,0.84,3.23
3245,4.58,3.16,32.98,69.02,2.43,5.68,2.84,2.88,1.74,0.0
3246,0.5,0.06,62.04,73.55,2.12,2.16,0.12,0.66,0.74,0.95
3247,9.63,3.35,6.64,100.0,4.28,2.04,0.0,0.3,2.9,0.0
3248,4.46,0.2,47.73,99.65,4.68,2.56,1.15,0.31,2.81,0.0
3249,7.96,6.1,59.72,36.25,3.29,0.75,0.85,4.84,2.46,0.0
3250,0.5,5.25,46.01,64.08,7.14,0.91,1.01,1.32,3.67,0.27
3251,5.11,3.7,23.28,44.03,1.92,2.31,0.16,1.65,3.57,0.72
3252,0.62,5.28,74.74,45.25,4.53,3.96,4.47,5.05,0.0,0.0
3253,7.44,2.47,56.31,28.67,4.91,1.88,0.63,2.62,1.11,1.21
3254,6.22,3.0,53.51,50.25,2.06,0.7,1.73,2.54,3.82,2.26
3255,8.15,1.85,45.72,52.11,3.14,0.57,3.2,2.03,1.86,2.54
3256,4.04,10.02,38.57,71.74,2.89,4.04,2.57,2.79,1.18,1.44
3257,8.68,4.08,59.06,48.6,1.8,2.65,1.04,4.21,1.67,0.0
3258,5.8,4.78,0.0,68.04,1.75,0.06,2.5,0.75,1.58,1.44
3259,3.54,6.42,49.03,65.56,2.92,3.32,2.1,1.34,3.47,0.0
3260,7.22,5.89,26.44,59.68,4.22,2.1,2.17,0.39,1.09,0.0
3261,9.04,3.38,62.02,49.1,1.08,1.71,0.0,0.12,0.35,2.44
3262,6.73,5.24,44.85,47.13,4.35,3.47,0.68,1.85,3.8,2.25
3263,3.91,4.24,42.77,28.45,1.55,4.31,3.06,1.42,0.0,1.86
3264,10.57,5.38,27.17,0.0,2.33,2.15,2.02,1.62,1.38,1.52
3265,8.62,3.94,40.2,36.49,2.97,5.33,1.03,2.6,2.28,1.88
3266,7.47,2.9,41.62,22.25,4.5,0.14,3.28,0.65,0.0,0.66
3267,6.99,3.41,39.95,82.31,5.26,2.17,1.77,2.72,1.21,0.7
3268,5.1,6.61,43.98,52.02,2.4,0.0,1.39,2.55,1.13,0.04
3269,5.48,2.62,50.34,71.84,4.62,0.0,2.26,4.15,0.77,1.3
3270,5.22,3.56,57.92,65.47,2.78,0.18,2.04,0.47,1.7,0.28
3271,8.56,4.01,27.09,47.66,1.06,0.0,0.31,1.5,2.09,3.5
3272,4.42,2.66,24.77,26.94,2.57,0.33,2.41,3.35,1.08,0.41
3273,7.58,4.32,32.27,45.66,4.15,1.62,3.45,2.24,0.32,1.1
3274,5.53,3.35,26.15,32.85,4.13,0.28,0.0,1.91,1.91,0.68
3275,10.96,5.21,27.11,74.05,1.94,3.25,2.26,2.9,0.92,1.05
3276,11.21,3.13,61.06,91.6,1.49,2.86,3.23,1.83,0.03,0.0
3277,5.98,2.77,22.11,53.95,3.9,2.63,1.95,2.04,1.76,2.29
3278,6.01,5.11,39.22,23.87,4.16,4.81,2.93,1.63,0.0,0.96
3279,9.47,5.82,31.59,44.69,1.51,3.75,1.78,2.72,2.48,0.36
3280,4.21,5.67,56.12,53.97,1.09,0.99,2.69,4.13,0.0,0.99
3281,8.21,4.1,39.38,43.45,4.19,2.26,2.02,0.89,4.45,0.83
3282,6.59,1.38,36.05,72.4,3.58,1.07,1.72,2.77,2.35,0.0
3283,3.65,2.44,44.25,51.53,2.4,3.05,0.51,3.77,2.03,0.32
3284,10.46,3.5,53.1,50.82,3.96,2.49,1.1,0.98,0.0,0.89
3285,6.91,1.87,19.22,29.41,2.61,2.45,0.47,4.31,2.56,1.68
3286,0.5,3.18,37.89,66.89,3.51,3.26,1.68,1.11,2.91,0.0
3287,7.54,4.33,51.85,55.94,2.87,1.1,1.78,0.31,1.58,0.0
3288,1.64,5.19,38.62,47.01,4.81,2.26,1.34,2.16,0.12,0.0
3289,10.48,4.75,50.7,73.9,0.44,3.01,1.64,3.23,0.0,0.44
3290,6.01,3.31,23.8,36.02,2.75,1.25,1.92,0.0,4.34,0.85
3291,4.32,2.56,48.3,39.46,2.79,3.8,0.1,0.0,1.75,0.57
3292,6.29,1.48,40.18,61.16,4.02,0.0,2.13,0.0,4.01,0.68
3293,6.46,4.71,43.13,70.31,3.47,2.82,2.21,2.55,0.0,0.84
3294,3.97,2.31,60.16,92.21,3.62,2.29,3.62,2.15,1.33,0.27
3295,6.1,4.51,56.38,66.17,4.58,1.06,0.56,3.21,2.64,0.54
3296,9.11,3.23,43.79,29.01,3.22,2.02,1.31,0.74,0.59,0.0
3297,7.49,2.14,41.64,66.54,6.31,1.32,3.43,3.18,0.68,1.3
3298,0.5,5.61,61.16,43.95,4.48,1.4,0.0,2.49,0.79,0.7
3299,9.84,5.29,26.42,59.55,1.94,2.07,2.26,0.18,2.27,2.64
3300,2.96,7.36,3.91,71.51,3.16,0.54,2.9,3.69,0.44,0.3
3301,8.58,4.77,34.67,75.13,3.38,4.17,1.06,0.39,1.42,0.28
3302,4.39,6.12,40.81,51.16,5.05,1.4,2.45,1.61,2.76,2.93
3303,2.71,1.37,49.54,48.19,2.46,4.0,0.63,0.5,0.36,0.0
3304,8.7,5.57,63.38,53.67,1.4,1.63,0.0,3.46,1.34,2.09
3305,7.48,6.04,67.03,31.2,3.76,0.0,1.44,3.07,1.96,0.65
3306,3.73,7.3,30.36,38.39,2.08,1.88,3.08,1.65,0.0,0.68
3307,9.07,1.04,34.65,72.86,3.24,3.32,0.56,1.62,2.85,1.51
3308,6.76,1.91,31.78,32.79,2.35,1.98,1.89,1.44,1.13,0.89
3309,3.72,3.57,42.23,34.58,4.86,2.95,3.87,2.9,1.33,1.17
3310,5.03,6.86,73.22,37.83,1.82,3.19,2.16,1.8,0.0,0.3
3311,5.45,0.0,65.37,58.84,1.5,2.35,1.17,1.89,2.83,1.77
3312,6.61,3.3,62.05,63.47,4.46,3.62,3.35,2.12,2.23,0.0
3313,3.84,3.81,17.55,60.16,2.1,3.59,2.98,0.38,1.23,1.38
3314,3.37,4.85,48.16,70.86,2.66,2.31,2.26,3.75,3.9,0.19
3315,5.34,0.63,49.43,28.97,3.98,3.77,1.25,0.75,1.62,0.88
3316,5.86,1.08,46.41,61.29,4.78,1.69,0.0,1.43,2.38,0.78
3317,6.89,3.71,32.99,69.03,2.57,5.0,2.56,4.39,2.46,0.0
3318,11.62,0.13,34.65,88.94,2.72,0.66,2.01,1.34,2.58,1.46
3319,7.52,3.46,14.19,55.26,4.63,0.01,0.79,2.48,2.48,0.0
3320,10.78,0.0,56.42,64.59,1.27,4.41,1.79,0.0,0.25,1.68
3321,7.52,6.39,41.2,53.13,2.76,2.82,0.0,3.19,5.26,0.87
3322,4.73,6.19,43.87,70.02,3.61,1.72,2.44,0.08,3.84,1.48
3323,2.69,6.97,48.84,68.43,3.01,1.83,0.0,1.64,0.87,0.0
3324,10.28,5.59,61.9,61.49,5.83,2.45,1.24,2.06,2.77,0.22
3325,5.76,2.9,42.13,67.22,2.83,1.58,0.0,0.12,0.0,0.43
3326,2.59,4.79,47.36,44.04,3.45,3.57,0.14,4.28,1.85,0.0
3327,6.04,5.32,39.8,68.26,4.29,0.0,1.97,6.39,0.01,0.0
3328,10.54,6.46,41.28,56.41,3.05,0.9,1.89,1.75,4.42,1.3
3329,6.08,8.6,18.24,49.04,5.53,2.87,1.88,0.57,4.0,0.19
3330,4.93,10.14,64.93,24.12,0.65,0.07,0.0,2.66,1.83,0.0
3331,4.71,1.38,33.1,50.77,3.43,6.11,3.65,1.19,1.2,1.41
3332,9.12,4.68,29.49,59.49,1.11,2.19,0.0,2.28,3.16,1.35
3333,6.77,6.08,10.43,37.68,2.76,2.38,0.76,0.82,0.31,1.05
3334,6.95,7.48,50.33,48.41,2.1,0.65,1.4,1.27,0.0,0.0
3335,6.3,1.04,35.46,61.88,2.77,0.0,2.01,2.52,2.96,0.66
3336,3.81,6.3,51.18,55.49,3.36,0.57,1.95,0.98,1.43,0.37
3337,0.5,4.93,39.7,81.49,4.22,1.43,2.28,3.68,0.47,0.95
3338,5.38,1.4,40.8,65.85,3.24,1.16,1.4,2.79,2.32,0.14
3339,9.46,0.52,40.37,73.27,6.26,4.26,0.98,1.38,2.27,0.78
3340,9.83,0.63,42.48,33.31,3.64,1.69,0.8,2.63,2.89,1.09
3341,9.58,2.39,48.61,48.23,2.76,1.46,1.11,0.0,4.3,0.78
3342,4.78,4.54,74.26,71.46,4.57,2.5,2.3,2.17,0.33,0.0
3343,8.46,1.65,56.55,56.97,1.91,3.26,0.73,2.07,5.02,0.0
3344,3.1,3.74,45.48,100.0,1.57,0.0,2.07,1.79,1.8,1.69
3345,8.96,8.19,44.15,44.63,5.75,2.82,2.53,0.44,0.82,0.0
3346,4.66,6.71,9.42,47.52,1.52,0.0,0.98,2.73,2.27,1.02
3347,7.58,8.69,49.01,97.44,3.02,2.33,0.0,1.1,1.53,0.0
3348,5.32,4.1,46.51,43.38,2.3,3.13,2.38,2.92,0.4,1.22
3349,5.78,1.86,50.51,77.24,4.98,2.63,3.42,3.05,4.04,0.4
3350,7.23,4.56,47.74,91.23,2.95,1.05,2.44,2.21,1.55,0.14
3351,5.96,0.6,26.8,95.99,4.83,3.41,4.49,1.51,2.26,1.1
3352,1.78,5.62,85.83,24.82,3.22,4.77,1.39,2.44,0.3,0.15
3353,5.08,9.17,52.87,24.43,2.96,1.12,2.09,1.48,5.02,0.39
3354,3.96,3.0,77.83,44.23,3.79,2.3,4.19,1.67,3.05,0.04
3355,9.56,4.71,27.11,100.0,2.54,0.82,1.23,3.91,2.02,0.86
3356,4.65,1.74,84.48,70.01,3.07,0.05,1.87,4.01,2.11,0.59
3357,8.43,0.0,35.54,53.47,0.0,3.43,0.95,0.0,1.47,0.17
3358,0.5,4.98,39.29,62.52,3.48,3.4,0.77,2.41,2.16,0.0
3359,6.25,4.89,44.01,60.66,2.48,3.41,2.82,4.21,0.33,0.26
3360,4.43,4.21,36.96,50.07,2.05,3.49,1.62,3.05,1.08,0.96
3361,8.73,3.8,46.98,46.66,4.86,2.6,1.39,3.04,1.01,0.86
3362,4.05,0.0,37.87,50.39,3.59,2.18,1.38,3.92,3.33,1.75
3363,0.5,2.15,45.43,65.28,6.08,2.78,0.72,2.01,4.5,0.0
3364,2.15,2.06,52.08,16.73,5.0,0.4,3.53,3.71,1.86,0.47
3365,8.15,5.24,58.74,31.83,4.88,2.98,1.68,1.35,1.3,0.0
3366,0.53,1.54,19.79,71.66,4.88,1.39,1.04,2.67,2.52,2.44
3367,8.64,4.49,38.98,21.03,2.78,2.52,1.06,2.55,1.93,1.08
3368,11.73,5.2,29.29,62.43,4.89,1.5,3.91,1.92,0.32,0.52
3369,7.24,2.66,61.33,74.4,2.6,4.98,2.39,2.34,3.41,1.83
3370,5.07,2.31,46.49,79.67,2.85,0.94,3.4,2.8,3.26,0.15
3371,5.1,6.78,44.4,34.77,3.86,2.49,0.0,1.72,1.68,2.11
3372,4.47,0.09,33.97,53.06,4.55,3.63,2.17,1.06,1.67,0.94
3373,5.14,5.9,34.94,41.88,2.97,1.49,0.0,0.0,0.03,1.68
3374,8.03,5.74,41.41,60.47,4.6,3.05,1.93,1.13,0.0,1.45
3375,4.88,4.52,37.59,89.83,4.03,0.91,2.48,3.0,2.71,0.59
3376,1.32,4.77,57.66,45.74,3.6,1.25,1.11,2.58,3.06,0.27
3377,11.01,2.98,39.88,32.98,3.81,2.61,0.0,1.47,2.41,1.83
3378,7.27,9.01,53.53,53.77,2.88,1.75,3.16,4.3,0.88,2.45
3379,4.05,3.69,43.37,32.3,5.19,2.66,2.81,3.43,2.9,0.58
3380,7.87,6.54,40.68,81.69,5.01,2.78,3.37,0.28,0.0,0.44
3381,8.5,2.56,51.71,59.27,3.48,2.26,4.44,1.58,2.79,0.92
3382,6.05,0.21,38.52,37.95,1.69,1.61,1.89,2.42,0.53,0.63
3383,8.0,0.0,58.0,76.3,2.8,3.43,4.69,1.14,5.16,2.41
3384,7.09,3.6,33.96,85.66,3.49,2.56,1.67,0.99,1.48,0.0
3385,3.62,1.75,54.29,41.38,2.56,2.55,1.07,4.1,2.08,0.0
3386,1.66,3.5,30.41,47.41,5.53,1.17,1.89,3.31,2.94,0.52
3387,6.62,7.81,30.2,51.29,2.28,3.77,0.0,0.54,0.34,0.2
3388,6.04,6.51,53.7,66.57,4.89,0.0,2.45,3.0,3.18,1.74
3389,9.25,2.01,27.6,53.14,1.46,3.18,0.57,4.42,3.02,0.65
3390,6.98,0.0,46.31,79.23,2.06,4.66,2.77,1.19,1.68,0.94
3391,4.68,3.8,30.32,54.97,0.0,0.0,1.06,6.08,1.96,1.27
3392,1.99,3.81,53.71,46.19,3.08,2.07,0.0,2.64,2.67,0.0
3393,6.94,5.31,36.53,42.67,0.03,1.76,0.34,0.48,2.46,0.0
3394,7.12,4.92,23.18,0.0,3.74,3.18,1.86,0.11,4.06,0.77
3395,7.48,5.94,42.01,38.48,6.22,3.04,3.16,1.81,1.24,1.71
3396,0.5,4.14,66.64,61.6,5.2,2.81,0.82,0.52,2.27,0.39
3397,4.56,4.85,23.52,37.94,2.43,3.0,2.35,2.69,2.78,0.71
3398,7.68,4.87,39.54,35.89,3.22,0.86,1.47,2.42,0.63,0.76
3399,7.62,3.75,31.27,54.74,2.11,2.44,1.46,1.86,0.0,1.21
3400,4.56,1.75,65.69,83.48,5.51,0.89,1.74,0.58,2.78,0.21
3401,6.97,3.18,46.96,61.56,3.44,0.0,2.34,2.07,1.91,2.21
3402,8.16,4.17,50.13,48.71,4.43,1.9,1.21,4.51,2.63,2.66
3403,3.76,6.28,64.51,51.72,4.74,2.23,0.29,2.3,3.06,0.7
3404,9.62,3.49,59.12,54.53,3.71,1.58,3.15,0.88,0.0,1.51
3405,5.87,9.91,59.43,71.77,5.07,0.0,3.12,2.88,2.63,0.01
3406,0.5,4.09,29.84,41.83,4.63,2.14,0.95,0.37,4.82,0.0
3407,6.61,5.15,43.22,17.15,1.38,0.76,2.39,0.0,2.18,2.49
3408,1.66,6.5,34.73,59.76,4.63,0.93,1.76,4.35,0.03,0.14
3409,4.07,3.66,60.16,76.82,2.37,3.72,3.18,0.56,2.12,1.78
3410,6.75,3.25,84.35,3.0,1.23,2.2,2.44,0.0,3.17,2.34
3411,6.73,2.67,55.09,63.44,2.13,0.76,1.71,4.73,0.0,1.73
3412,8.52,6.21,43.44,25.84,3.42,4.3,1.96,2.12,0.0,0.56
3413,7.92,5.02,31.74,35.73,2.12,0.95,0.96,1.85,1.36,1.85
3414,9.11,3.34,35.77,17.41,5.08,2.4,4.26,0.0,0.0,2.03
3415,6.73,6.58,40.69,48.98,4.82,0.0,2.39,1.44,2.54,0.62
3416,10.17,5.92,78.36,71.46,3.04,4.92,0.0,3.04,2.25,0.0
3417,6.92,6.63,46.61,98.05,5.15,1.68,2.01,3.53,3.37,0.0
3418,6.86,4.52,72.54,56.61,6.0,0.0,2.62,1.6,1.19,0.86
3419,6.39,3.78,55.14,25.17,4.43,2.56,2.24,2.5,2.49,0.0
3420,7.63,4.48,54.45,23.45,2.36,0.43,2.74,2.27,1.25,0.0
3421,10.37,2.78,68.23,72.07,3.73,0.7,2.97,0.0,1.02,1.02
3422,5.95,6.46,41.65,58.39,4.06,2.52,1.97,0.26,0.87,0.0
3423,3.1,2.92,41.49,50.41,2.29,2.61,2.76,1.97,0.0,0.63
3424,11.54,2.77,32.4,52.78,5.95,0.99,1.31,2.54,1.1,0.81
3425,5.73,6.52,56.07,51.33,3.42,2.42,3.33,0.0,1.12,1.22
3426,4.82,3.97,36.96,61.8,2.47,1.1,1.67,4.07,0.72,1.75
3427,3.99,2.23,26.15,90.9,2.71,1.98,2.28,0.0,1.33,1.16
3428,4.4,5.66,52.75,44.62,1.18,3.91,2.67,3.97,0.0,0.49
3429,5.93,6.83,15.66,73.52,6.11,0.0,1.97,2.06,2.44,1.8
3430,8.04,0.85,62.33,56.21,3.63,2.83,0.0,1.66,2.18,0.0
3431,6.01,5.13,32.67,72.68,1.62,1.52,0.11,4.57,1.72,1.01
3432,7.63,3.73,57.14,73.26,1.46,0.86,0.0,2.71,3.64,0.5
3433,3.85,4.68,41.13,49.65,4.76,1.48,3.0,1.79,1.92,1.46
3434,9.15,4.95,27.54,80.69,3.28,2.96,0.0,3.77,0.31,1.2
3435,7.74,4.7,63.21,46.52,2.93,1.36,2.83,2.36,2.88,1.54
3436,4.96,4.57,65.68,68.1,3.75,1.42,2.41,0.0,0.0,1.42
3437,7.2,4.76,35.06,47.05,3.6,2.9,2.48,0.03,0.52,0.22
3438,11.58,1.83,61.35,46.21,0.38,3.32,1.24,1.73,0.31,0.16
3439,4.5,6.03,32.27,51.99,1.4,0.94,1.31,3.05,3.85,0.0
3440,5.16,3.64,44.95,58.17,3.51,0.02,0.28,1.84,2.45,1.07
3441,5.6,3.13,55.74,88.81,3.33,2.28,2.4,3.24,1.86,0.0
3442,6.52,3.83,62.89,89.76,1.86,3.36,0.0,1.35,2.96,0.09
3443,9.48,5.06,52.86,50.34,1.97,3.28,0.56,2.07,1.4,1.3
3444,8.29,3.08,31.02,26.39,3.47,2.71,2.15,4.25,0.0,0.7
3445,5.74,5.8,42.05,79.64,4.66,1.17,2.71,0.17,0.78,0.0
3446,13.89,4.3,46.85,48.02,3.57,1.66,3.16,0.2,1.38,0.71
3447,10.6,6.39,36.97,61.8,1.45,5.4,2.27,2.33,0.51,0.51
3448,2.1,2.31,40.6,42.57,5.03,3.86,0.45,0.81,5.28,0.69
3449,4.37,4.26,60.72,58.62,3.47,1.11,1.35,2.9,3.47,0.37
3450,7.05,3.88,32.63,19.7,1.65,1.82,0.0,2.62,0.62,1.27
3451,4.11,0.0,29.47,89.07,0.94,0.38,2.91,2.51,4.09,1.53
3452,6.02,0.0,21.18,38.75,3.38,3.27,1.69,5.27,0.0,0.68
3453,4.33,1.68,41.92,56.8,4.14,3.02,0.0,1.64,2.18,1.61
3454,0.5,3.47,55.35,36.64,2.19,3.78,0.94,2.69,3.03,0.82
3455,10.44,3.64,44.83,22.18,3.53,0.81,0.0,0.0,3.45,2.18
3456,7.86,4.88,64.43,64.95,2.18,3.08,1.21,3.27,2.21,1.53
3457,2.61,4.95,66.98,69.21,5.47,0.86,1.3,2.1,0.0,1.57
3458,9.69,2.79,65.47,36.7,3.96,0.0,1.11,2.77,0.58,0.39
3459,2.9,4.06,51.72,44.42,4.59,1.78,0.49,3.42,1.75,0.22
3460,5.4,3.76,46.45,60.46,2.23,3.6,3.05,4.37,3.61,1.17
3461,5.55,5.52,49.8,59.18,2.79,1.37,0.45,1.72,4.3,0.0
3462,4.32,0.93,60.76,54.74,3.74,1.72,0.0,1.42,3.27,0.68
3463,4.64,3.81,60.3,67.96,4.03,3.56,0.2,3.1,1.64,0.88
3464,11.57,1.09,42.76,66.06,4.4,3.35,1.76,1.74,1.5,0.54
3465,5.17,3.8,39.82,31.44,4.86,2.46,2.34,3.32,3.74,1.71
3466,0.5,6.22,47.75,42.62,4.07,2.2,2.67,1.19,3.33,1.9
3467,6.22,6.49,53.96,31.97,0.0,1.71,2.85,0.0,0.31,0.05
3468,10.42,4.71,35.03,74.5,2.65,1.73,1.75,0.76,0.63,0.42
3469,4.29,1.13,75.13,44.57,6.17,3.3,3.54,0.84,0.0,0.0
3470,9.77,3.45,37.37,40.21,3.56,1.34,0.51,0.0,0.47,0.79
3471,6.98,5.97,67.58,33.64,5.48,4.15,2.91,0.0,3.25,2.33
3472,8.06,5.55,35.87,43.75,4.26,2.03,1.39,0.0,0.13,1.72
3473,7.46,3.14,58.26,47.78,2.86,0.31,1.11,4.82,1.05,1.05
3474,3.08,7.08,41.68,100.0,3.55,0.0,2.9,3.96,3.72,1.02
3475,4.24,4.63,45.61,32.56,3.39,3.97,0.98,0.53,1.68,0.31
3476,1.47,0.0,33.47,27.18,4.73,0.33,1.55,3.95,2.96,1.46
3477,8.61,6.36,50.53,46.73,2.81,0.0,0.45,0.0,0.93,2.0
3478,7.94,3.39,49.84,48.6,3.64,2.06,2.17,0.0,2.33,0.71
3479,2.7,3.82,62.49,69.65,1.54,3.32,3.26,1.54,0.0,1.41
3480,3.82,2.89,44.01,55.46,3.07,0.0,2.15,3.81,2.88,2.12
3481,4.84,4.63,45.16,20.79,3.84,1.97,0.97,0.03,0.84,0.67
3482,7.5,5.82,47.69,58.77,1.56,2.62,2.22,4.02,0.99,1.28
3483,11.35,6.03,0.0,7.88,2.81,2.07,2.95,1.21,1.34,1.79
3484,4.79,4.04,41.8,74.48,1.33,0.43,0.0,2.31,3.41,2.09
3485,5.94,6.94,38.99,41.56,4.21,4.26,2.35,1.8,1.06,1.91
3486,7.49,4.81,39.73,67.41,3.53,3.13,0.0,2.54,1.43,0.82
3487,5.5,6.13,52.39,53.85,6.42,3.86,1.0,0.49,0.0,0.38
3488,5.7,5.09,51.86,71.98,4.5,0.95,0.0,3.77,2.48,0.0
3489,2.87,4.9,36.81,81.81,3.02,4.63,0.55,2.41,5.13,0.0
3490,4.02,2.58,25.58,32.58,3.98,0.0,0.33,3.02,1.75,0.0
3491,4.7,6.75,37.87,74.98,5.55,3.71,3.28,4.03,0.16,0.0
3492,6.28,3.23,28.15,5.45,4.92,2.67,1.47,2.83,0.0,0.0
3493,5.49,1.22,50.92,24.37,4.78,5.27,1.49,0.75,2.93,0.0
3494,3.5,3.78,41.83,56.56,3.79,2.66,1.38,2.63,0.0,1.12
3495,8.22,2.57,27.99,56.59,2.61,0.22,0.0,2.6,2.27,2.81
3496,0.5,2.23,21.07,30.71,2.03,3.79,1.62,3.06,1.28,1.74
3497,2.99,5.34,26.41,95.05,5.12,4.01,2.27,2.6,0.0,1.3
3498,0.56,3.6,50.41,27.31,4.54,3.42,1.52,2.49,1.83,0.61
3499,4.13,2.87,42.8,63.54,2.75,1.12,1.87,2.48,0.63,2.39
3500,2.95,0.63,58.74,53.73,5.33,2.93,1.79,1.62,4.39,1.04
3501,0.5,4.22,39.86,29.8,4.59,2.35,1.41,1.6,0.37,0.4
3502,5.14,5.93,58.25,43.11,4.72,1.8,2.29,3.38,2.62,0.84
3503,9.88,3.78,58.13,79.7,1.98,2.4,0.04,0.0,4.05,0.99
3504,4.59,1.21,35.51,53.55,3.1,3.2,0.65,2.19,3.6,0.0
3505,7.46,5.06,46.79,64.77,2.94,0.84,0.7,0.0,1.31,1.0
3506,10.72,2.95,24.54,47.2,4.07,1.73,1.07,1.58,0.66,1.76
3507,6.12,5.15,44.35,50.45,2.38,2.67,2.02,1.51,2.33,1.09
3508,7.41,2.66,64.31,59.58,3.8,1.83,0.0,0.63,2.24,0.66
3509,3.87,1.9,49.4,78.03,3.63,3.77,1.71,1.13,0.37,0.46
3510,5.91,4.78,35.94,70.49,1.43,0.95,1.47,6.35,2.07,2.34
3511,6.67,4.37,27.39,42.35,3.43,1.69,3.91,4.82,2.17,2.04
3512,5.13,2.05,53.82,51.83,3.99,3.09,0.61,1.52,0.8,1.0
3513,7.19,3.15,31.01,70.69,2.64,2.23,2.7,0.79,2.25,2.27
3514,9.15,3.84,27.84,89.88,0.29,0.62,0.33,3.53,0.03,1.16
3515,7.96,4.6,35.22,38.92,6.09,2.03,1.68,2.55,2.55,1.05
3516,6.95,6.22,30.16,60.28,5.02,1.04,0.0,4.77,3.74,1.35
3517,2.45,2.05,37.08,83.45,2.58,3.5,2.12,4.07,0.0,0.38
3518,6.33,4.33,64.71,92.1,4.24,4.71,1.71,1.4,1.82,0.55
3519,4.76,6.53,38.49,36.7,2.64,1.1,3.03,3.27,1.17,0.48
3520,4.31,1.53,57.0,35.36,1.94,2.41,2.63,1.13,2.51,1.38
3521,6.84,7.95,52.06,30.17,6.59,0.0,2.37,0.28,3.14,0.93
3522,6.56,5.4,29.97,44.19,1.18,2.03,0.87,4.88,0.0,1.97
3523,2.95,3.26,36.88,60.03,5.24,0.86,0.0,0.07,4.51,0.68
3524,5.05,7.47,61.13,45.51,2.81,0.0,0.0,3.42,2.64,0.84
3525,6.18,4.1,36.01,27.63,5.27,1.49,0.98,2.67,2.36,2.39
3526,0.5,7.64,63.61,23.87,4.1,7.09,1.72,1.97,0.92,0.0
3527,4.88,3.43,71.09,42.69,4.78,0.61,1.89,3.55,2.42,0.0
3528,1.16,3.14,52.22,51.5,2.16,2.57,2.06,2.08,1.84,1.44
3529,5.7,4.97,48.26,42.63,3.23,4.48,1.18,5.3,1.75,1.17
3530,8.9,2.76,51.62,54.02,1.54,4.02,0.1,1.5,1.81,1.84
3531,11.42,3.98,36.16,44.03,2.37,1.06,1.08,1.11,3.17,1.93
3532,8.55,6.42,70.88,61.52,3.93,1.46,1.56,1.45,1.92,0.58
3533,3.02,1.89,39.98,54.93,3.23,5.36,3.24,4.31,1.83,2.41
3534,6.41,9.27,50.04,55.65,3.29,1.19,1.66,1.29,4.55,1.19
3535,4.19,2.15,56.16,86.87,3.52,3.07,2.39,3.64,0.0,0.0
3536,9.32,5.37,22.93,40.74,3.81,0.75,1.08,0.75,1.39,1.77
